,Year,country code,Continent,CPI,date,depth,mag,mmi,Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, total",Rural population,Rural population (% of total population),Urban population,Urban population (% of total population),Urban population growth (annual %),GDP (constant 2015 US$),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),country,Total Affected
273,1990,PAK,Asia,50.48403227,1990-03-04,10.1,6.1,6.6370000000000005,139.642899024491,2.9555623179075,7147064,21.7140769304597,107647918,74733491,69.424,32914427,30.576,3.77326028522032,99535004954.5456,40010423970.4576,4.4585868150981,924.63474262963,Pakistan,40.0
274,1990,PAK,Asia,50.48403227,1990-06-17,15.3,5.6,6.18,139.642899024491,2.9555623179075,7147064,21.7140769304597,107647918,74733491,69.424,32914427,30.576,3.77326028522032,99535004954.5456,40010423970.4576,4.4585868150981,924.63474262963,Pakistan,6.0
275,1990,PAK,Asia,50.48403227,1990-06-17,14.5,6.1,6.502000000000001,139.642899024491,2.9555623179075,7147064,21.7140769304597,107647918,74733491,69.424,32914427,30.576,3.77326028522032,99535004954.5456,40010423970.4576,4.4585868150981,924.63474262963,Pakistan,6.0
276,1990,ROU,Europe,50.48403227,1990-05-30,89.3,7.0,7.865,101.163440156965,0.17417662808295,2039540,16.5180770792304,23201835,10854514,46.783,12347321,53.217,1.52303336522846,115932326529.818,38995454545.4545,..,4996.68782791613,Romania,700.0
277,1991,GEO,Asia,52.62202002,1991-06-15,9.4,6.3,7.157,84.6058294551944,0.703475649320206,1210826,45.691116121546,4835900,2185875,45.201,2650025,54.799,0.268281554086853,13435605384.9205,..,-21.1000007278933,2778.30504868183,Georgia,3740.0
278,1991,GTM,Americas,52.62202002,1991-09-18,5.0,6.2,6.8870000000000005,86.7563829787234,2.68942960064747,1482163,37.6691079426567,9296814,5362123,57.677,3934691,42.323,3.4746026482212,25646923931.4704,9406097735.09117,3.6582487478523,2758.67882540244,Guatemala,23890.0
279,1991,PER,Americas,52.62202002,1991-07-24,55.5,5.3,,17.59561171875,2.02254667950541,5992365,38.3928804253149,22522383,6914372,30.7,15608011,69.3,2.59996578186578,60915532773.7387,34341465998.2003,2.2192591027909,2704.66641002148,Peru,1535.0
280,1991,PER,Americas,52.62202002,1991-04-04,28.7,5.2,,17.59561171875,2.02254667950541,5992365,38.3928804253149,22522383,6914372,30.7,15608011,69.3,2.59996578186578,60915532773.7387,34341465998.2003,2.2192591027909,2704.66641002148,Peru,45750.0
281,1991,PER,Americas,52.62202002,1991-04-04,20.7,6.5,6.6339999999999995,17.59561171875,2.02254667950541,5992365,38.3928804253149,22522383,6914372,30.7,15608011,69.3,2.59996578186578,60915532773.7387,34341465998.2003,2.2192591027909,2704.66641002148,Peru,45750.0
282,1991,ROU,Europe,52.62202002,1991-07-18,11.6,5.6,6.23,100.240368691711,-0.868693831241648,2057915,16.5900373597598,23001155,10596632,46.07,12404523,53.93,0.462204770160744,100955944283.982,28998684210.5263,-12.9182107304506,4389.16846932175,Romania,1845.0
283,1991,ROU,Europe,52.62202002,1991-12-02,9.0,5.5,6.869,100.240368691711,-0.868693831241648,2057915,16.5900373597598,23001155,10596632,46.07,12404523,53.93,0.462204770160744,100955944283.982,28998684210.5263,-12.9182107304506,4389.16846932175,Romania,4005.0
284,1991,IRN,Asia,52.62202002,1991-11-04,38.5,5.6,5.191,35.4128447407844,2.30236882568289,6453088,19.6745418437011,57679025,24879847,43.135,32799178,56.865,3.24764931273298,211186546689.944,..,12.3968614326696,3661.40978787253,Iran,1501.0
285,1991,MMR,Asia,52.62202002,1991-01-05,31.9,5.2,,64.097365119197,1.33375714832425,2973636,27.9276298457998,41890192,31242543,74.582,10647649,25.418,2.02462188751882,7700101235.98834,27189628555.5973,1.05907770436382,162.872068963653,Myanmar,160.0
286,1991,MMR,Asia,52.62202002,1991-01-05,19.7,7.0,6.933,64.097365119197,1.33375714832425,2973636,27.9276298457998,41890192,31242543,74.582,10647649,25.418,2.02462188751882,7700101235.98834,27189628555.5973,1.05907770436382,162.872068963653,Myanmar,160.0
287,1992,IRN,Asia,54.21584465,1992-03-04,17.9,5.1,6.42,36.0890346030109,1.89144684761717,6517212,19.2312529416191,58780376,24891726,42.347,33888650,57.653,3.2676695965562,217231513714.836,..,2.86238262788885,3695.64688927536,Iran,4050.0
288,1992,KGZ,Asia,54.21584465,1992-08-19,22.5,5.1,,23.5422314911366,1.1538161192326,661503,39.3783663439421,4515400,2835536,62.797,1679864,37.203,0.385296253787571,4191716421.0343,2316562500,-13.8378378182525,928.315635610201,Kyrgyzstan,86806.0
289,1992,KGZ,Asia,54.21584465,1992-08-19,18.8,5.0,,23.5422314911366,1.1538161192326,661503,39.3783663439421,4515400,2835536,62.797,1679864,37.203,0.385296253787571,4191716421.0343,2316562500,-13.8378378182525,928.315635610201,Kyrgyzstan,86806.0
290,1992,KGZ,Asia,54.21584465,1992-08-19,33.0,5.2,,23.5422314911366,1.1538161192326,661503,39.3783663439421,4515400,2835536,62.797,1679864,37.203,0.385296253787571,4191716421.0343,2316562500,-13.8378378182525,928.315635610201,Kyrgyzstan,86806.0
291,1992,KGZ,Asia,54.21584465,1992-08-19,18.5,6.6,7.106,23.5422314911366,1.1538161192326,661503,39.3783663439421,4515400,2835536,62.797,1679864,37.203,0.385296253787571,4191716421.0343,2316562500,-13.8378378182525,928.315635610201,Kyrgyzstan,86806.0
292,1992,KGZ,Asia,54.21584465,1992-08-19,21.1,6.3,7.022,23.5422314911366,1.1538161192326,661503,39.3783663439421,4515400,2835536,62.797,1679864,37.203,0.385296253787571,4191716421.0343,2316562500,-13.8378378182525,928.315635610201,Kyrgyzstan,86806.0
293,1992,KGZ,Asia,54.21584465,1992-08-19,33.0,5.0,,23.5422314911366,1.1538161192326,661503,39.3783663439421,4515400,2835536,62.797,1679864,37.203,0.385296253787571,4191716421.0343,2316562500,-13.8378378182525,928.315635610201,Kyrgyzstan,86806.0
294,1992,KGZ,Asia,54.21584465,1992-08-19,33.0,6.1,6.074,23.5422314911366,1.1538161192326,661503,39.3783663439421,4515400,2835536,62.797,1679864,37.203,0.385296253787571,4191716421.0343,2316562500,-13.8378378182525,928.315635610201,Kyrgyzstan,86806.0
295,1992,KGZ,Asia,54.21584465,1992-08-19,27.4,7.3,9.397,23.5422314911366,1.1538161192326,661503,39.3783663439421,4515400,2835536,62.797,1679864,37.203,0.385296253787571,4191716421.0343,2316562500,-13.8378378182525,928.315635610201,Kyrgyzstan,86806.0
296,1992,IDN,Asia,54.21584465,1992-12-12,22.6,5.4,,103.633746418852,1.69094608364687,8281577,13.4886700948076,187739786,126343244,67.297,61396542,32.703,5.08078525710245,307321553946.56,128026966579.964,6.49750651682714,1636.95485381324,Indonesia,92103.0
297,1992,IDN,Asia,54.21584465,1992-12-12,33.0,5.1,,103.633746418852,1.69094608364687,8281577,13.4886700948076,187739786,126343244,67.297,61396542,32.703,5.08078525710245,307321553946.56,128026966579.964,6.49750651682714,1636.95485381324,Indonesia,92103.0
298,1992,IDN,Asia,54.21584465,1992-12-12,20.8,6.1,6.439,103.633746418852,1.69094608364687,8281577,13.4886700948076,187739786,126343244,67.297,61396542,32.703,5.08078525710245,307321553946.56,128026966579.964,6.49750651682714,1636.95485381324,Indonesia,92103.0
299,1992,IDN,Asia,54.21584465,1992-12-12,20.6,5.7,6.255,103.633746418852,1.69094608364687,8281577,13.4886700948076,187739786,126343244,67.297,61396542,32.703,5.08078525710245,307321553946.56,128026966579.964,6.49750651682714,1636.95485381324,Indonesia,92103.0
300,1992,IDN,Asia,54.21584465,1992-02-04,33.0,5.0,,103.633746418852,1.69094608364687,8281577,13.4886700948076,187739786,126343244,67.297,61396542,32.703,5.08078525710245,307321553946.56,128026966579.964,6.49750651682714,1636.95485381324,Indonesia,7501.0
301,1992,IDN,Asia,54.21584465,1992-02-04,58.3,5.1,3.7,103.633746418852,1.69094608364687,8281577,13.4886700948076,187739786,126343244,67.297,61396542,32.703,5.08078525710245,307321553946.56,128026966579.964,6.49750651682714,1636.95485381324,Indonesia,7501.0
302,1992,PAK,Asia,54.21584465,1992-05-20,16.3,6.3,7.307,147.767649958489,2.78844365093571,7648877,21.6068989064767,113911126,78510965,68.923,35400161,31.077,3.59939586377124,112631328025.567,48884606848.1265,7.70589782250018,988.764943167771,Pakistan,2100.0
303,1993,JPN,Asia,55.8161073,1993-01-15,102.2,7.6,7.505,342.372462973121,0.32416759914373,33187742,34.1966970811633,124829000,27779446,22.254,97049554,77.746,0.499248523479854,3652319531333.93,4454143876947.21,-0.517919847381819,29258.5819908349,Japan,10522.0
304,1993,JPN,Asia,55.8161073,1993-01-15,112.3,6.1,4.811,342.372462973121,0.32416759914373,33187742,34.1966970811633,124829000,27779446,22.254,97049554,77.746,0.499248523479854,3652319531333.93,4454143876947.21,-0.517919847381819,29258.5819908349,Japan,10522.0
305,1993,PER,Americas,55.8161073,1993-04-18,106.3,6.3,5.056,18.28760546875,1.90329587663094,6316612,38.5006017117089,23408135,7001607,29.911,16406528,70.089,2.46415579969048,63763166943.6607,34832077220.8537,5.24357700773291,2723.97467562711,Peru,145.0
306,1993,PNG,Oceania,55.8161073,1993-10-13,32.6,5.0,,10.9284392527492,2.30636483790931,211419,29.5735993319261,4949053,4234162,85.555,714891,14.445,1.04065883783664,10869798617.3421,4974550286.18152,18.2022859527298,2196.33910110522,Papua New Guinea,20200.0
307,1993,PNG,Oceania,55.8161073,1993-10-13,33.0,5.2,,10.9284392527492,2.30636483790931,211419,29.5735993319261,4949053,4234162,85.555,714891,14.445,1.04065883783664,10869798617.3421,4974550286.18152,18.2022859527298,2196.33910110522,Papua New Guinea,20200.0
308,1993,PNG,Oceania,55.8161073,1993-10-13,33.0,6.0,5.9270000000000005,10.9284392527492,2.30636483790931,211419,29.5735993319261,4949053,4234162,85.555,714891,14.445,1.04065883783664,10869798617.3421,4974550286.18152,18.2022859527298,2196.33910110522,Papua New Guinea,20200.0
309,1993,PNG,Oceania,55.8161073,1993-10-13,33.0,5.1,,10.9284392527492,2.30636483790931,211419,29.5735993319261,4949053,4234162,85.555,714891,14.445,1.04065883783664,10869798617.3421,4974550286.18152,18.2022859527298,2196.33910110522,Papua New Guinea,20200.0
310,1993,PNG,Oceania,55.8161073,1993-10-13,33.0,6.5,6.457999999999999,10.9284392527492,2.30636483790931,211419,29.5735993319261,4949053,4234162,85.555,714891,14.445,1.04065883783664,10869798617.3421,4974550286.18152,18.2022859527298,2196.33910110522,Papua New Guinea,20200.0
311,1993,PNG,Oceania,55.8161073,1993-10-13,25.3,6.9,6.608,10.9284392527492,2.30636483790931,211419,29.5735993319261,4949053,4234162,85.555,714891,14.445,1.04065883783664,10869798617.3421,4974550286.18152,18.2022859527298,2196.33910110522,Papua New Guinea,20200.0
312,1993,GRC,Europe,55.8161073,1993-07-14,22.6,5.6,6.6979999999999995,81.1513964313421,0.588261919240559,3098841,41.2149141538,10460415,2941678,28.122,7518737,71.878,0.756746028999608,161669898710.544,108809059155.767,-1.59999999999999,15467.1806261399,Greece,605.0
313,1993,IND,Asia,55.8161073,1993-09-29,10.0,5.0,6.375,311.922166427305,1.97063498652535,13403076,5.51802287911724,927403866,684507519,73.809,242896347,26.191,2.76412261917481,519496349422.92,279296022987.919,4.75077621965234,560.161940734035,India,30000.0
314,1993,IND,Asia,55.8161073,1993-09-29,6.8,6.2,8.607000000000001,311.922166427305,1.97063498652535,13403076,5.51802287911724,927403866,684507519,73.809,242896347,26.191,2.76412261917481,519496349422.92,279296022987.919,4.75077621965234,560.161940734035,India,30000.0
315,1993,IRN,Asia,55.8161073,1993-06-22,33.0,5.4,4.956,36.6682390284634,1.59218902111719,6573182,18.8075233046029,59723761,24774013,41.481,34949748,58.519,3.08311082873769,219465404109.722,63743623232.012,1.02834545351421,3674.6748770514,Iran,4049.0
316,1993,IRN,Asia,55.8161073,1993-01-27,33.0,5.1,4.439,36.6682390284634,1.59218902111719,6573182,18.8075233046029,59723761,24774013,41.481,34949748,58.519,3.08311082873769,219465404109.722,63743623232.012,1.02834545351421,3674.6748770514,Iran,1003.0
317,1993,NPL,Asia,55.8161073,1993-10-20,37.4,5.1,3.657,143.286524475524,2.72920359986776,463012,22.5992682517308,20489973,18441181,90.001,2048792,9.999,6.98905975115956,9512532950.25547,3660041666.66667,3.84985002161717,464.253073942824,Nepal,285.0
318,1993,NPL,Asia,55.8161073,1993-10-20,33.0,5.0,,143.286524475524,2.72920359986776,463012,22.5992682517308,20489973,18441181,90.001,2048792,9.999,6.98905975115956,9512532950.25547,3660041666.66667,3.84985002161717,464.253073942824,Nepal,285.0
319,1994,IDN,Asia,57.27148263,1994-01-21,33.0,5.0,,107.043866922062,1.59386112996941,8308403,12.264921077703,193917458,126176272,65.067,67741186,34.933,4.86731019167309,351963717524.103,176892143931.505,7.53997109551439,1815.01821008866,Indonesia,200040.0
320,1994,IDN,Asia,57.27148263,1994-01-21,89.9,6.0,4.791,107.043866922062,1.59386112996941,8308403,12.264921077703,193917458,126176272,65.067,67741186,34.933,4.86731019167309,351963717524.103,176892143931.505,7.53997109551439,1815.01821008866,Indonesia,200040.0
321,1994,IDN,Asia,57.27148263,1994-11-20,153.4,6.1,4.083,107.043866922062,1.59386112996941,8308403,12.264921077703,193917458,126176272,65.067,67741186,34.933,4.86731019167309,351963717524.103,176892143931.505,7.53997109551439,1815.01821008866,Indonesia,67.0
322,1988,SLB,Oceania,45.69289676,1988-08-10,33.0,5.2,,10.5386209360486,2.78613597355628,..,..,294976,255750,86.702,39226,13.298,4.20166438244886,583726829.429623,176709270.031025,1.24670342843443,1978.89600994529,Solomon Islands,500.0
323,1992,TUR,Asia,54.21584465,1992-03-13,27.2,6.7,8.436,72.4360354975768,1.64277999519467,6986256,20.7072901780883,55748946,22010799,39.482,33738147,60.518,2.54241628604607,305464855325.057,158459130434.783,5.03563493896803,5479.29382064114,Turkey,348850.0
324,1992,COD,Africa,54.21584465,1992-09-11,10.8,6.4,7.459,16.4680606956177,3.89354208138874,4103555,34.8869841794515,37333917,25571493,68.494,11762424,31.506,5.29672643686054,24101046254.2219,8227200892.44213,-10.5000085646477,645.553521488292,Democratic Republic of the Congo,311.0
325,1993,SDN,Africa,55.8161073,1993-08-01,12.5,5.5,7.037999999999999,9.07885115081625,3.76127708654102,2935428,40.5584898027197,22527837,15290319,67.873,7237518,32.127,7.00051946682839,26227036564.3869,8881785938.48085,4.56874918954624,856.853937694057,Sudan,15.0
326,1994,AFG,Asia,57.27148263,1994-05-01,18.5,6.1,7.232,26.1552675918267,7.65979553393712,1846031,50.2036258592739,17075728,13398641,78.466,3677087,21.534,8.07860539675126,..,..,..,..,Afghanistan,100330.0
327,1995,CHL,Americas,58.87818329,1995-07-30,32.0,5.2,,19.3412845714778,1.50292822252359,5101840,41.9617839696517,14380864,2222563,15.455,12158301,84.545,1.88451033346929,106131657641.837,73447063319.3034,8.93329586945268,7380.06128434545,Chile,1833.0
328,1995,CHL,Americas,58.87818329,1995-07-30,30.2,6.0,5.952000000000001,19.3412845714778,1.50292822252359,5101840,41.9617839696517,14380864,2222563,15.455,12158301,84.545,1.88451033346929,106131657641.837,73447063319.3034,8.93329586945268,7380.06128434545,Chile,1833.0
329,1995,CHL,Americas,58.87818329,1995-07-30,33.0,5.0,,19.3412845714778,1.50292822252359,5101840,41.9617839696517,14380864,2222563,15.455,12158301,84.545,1.88451033346929,106131657641.837,73447063319.3034,8.93329586945268,7380.06128434545,Chile,1833.0
330,1995,CHL,Americas,58.87818329,1995-07-30,33.0,5.4,,19.3412845714778,1.50292822252359,5101840,41.9617839696517,14380864,2222563,15.455,12158301,84.545,1.88451033346929,106131657641.837,73447063319.3034,8.93329586945268,7380.06128434545,Chile,1833.0
331,1995,CHL,Americas,58.87818329,1995-07-30,33.0,5.9,5.65,19.3412845714778,1.50292822252359,5101840,41.9617839696517,14380864,2222563,15.455,12158301,84.545,1.88451033346929,106131657641.837,73447063319.3034,8.93329586945268,7380.06128434545,Chile,1833.0
332,1995,CHL,Americas,58.87818329,1995-07-30,45.6,8.0,7.8260000000000005,19.3412845714778,1.50292822252359,5101840,41.9617839696517,14380864,2222563,15.455,12158301,84.545,1.88451033346929,106131657641.837,73447063319.3034,8.93329586945268,7380.06128434545,Chile,1833.0
333,1998,AFG,Asia,62.98350111,1998-05-30,33.0,5.0,,30.2327757865392,1.9473438616857,2199565,50.8971823995131,19737770,15416185,78.105,4321585,21.895,2.35925742248975,..,..,..,..,Afghanistan,116935.0
334,1998,AFG,Asia,62.98350111,1998-05-30,33.0,6.6,6.242000000000001,30.2327757865392,1.9473438616857,2199565,50.8971823995131,19737770,15416185,78.105,4321585,21.895,2.35925742248975,..,..,..,..,Afghanistan,116935.0
335,1998,AFG,Asia,62.98350111,1998-02-04,33.0,5.9,5.744,30.2327757865392,1.9473438616857,2199565,50.8971823995131,19737770,15416185,78.105,4321585,21.895,2.35925742248975,..,..,..,..,Afghanistan,32818.0
336,1998,AZE,Asia,62.98350111,1998-07-09,26.0,6.0,6.285,95.2317912675107,0.949138146647058,1785082,43.9932393999647,7913000,3855372,48.722,4057628,51.278,0.346417134807344,9988164830.40362,4446368570.6901,10.0000011653707,1282.63908023208,Azerbaijan,700010.0
337,1998,BOL,Americas,62.98350111,1998-05-22,33.0,5.6,5.8020000000000005,7.47416320502169,1.98716622218015,1342318,27.2945806861964,8096761,3178869,39.261,4917892,60.739,2.85861003773345,16838806960.5457,8497545598.08352,5.02935233725196,2079.69668120558,Bolivia,18050.0
338,1998,BOL,Americas,62.98350111,1998-05-22,33.0,5.3,,7.47416320502169,1.98716622218015,1342318,27.2945806861964,8096761,3178869,39.261,4917892,60.739,2.85861003773345,16838806960.5457,8497545598.08352,5.02935233725196,2079.69668120558,Bolivia,18050.0
339,1998,BOL,Americas,62.98350111,1998-05-22,24.0,6.6,8.057,7.47416320502169,1.98716622218015,1342318,27.2945806861964,8096761,3178869,39.261,4917892,60.739,2.85861003773345,16838806960.5457,8497545598.08352,5.02935233725196,2079.69668120558,Bolivia,18050.0
340,1994,COL,Americas,57.27148263,1994-06-06,12.1,6.8,9.197000000000001,32.2298134294727,1.8848931896675,5333776,20.911713733198,35758978,10252814,28.672,25506164,71.328,2.52342479645489,142588288604.987,81703500846.0364,5.81466190787813,3987.48220950236,Colombia,37416.0
341,1994,IRN,Asia,57.27148263,1994-03-01,12.9,6.1,7.037999999999999,37.2004518775019,1.44099496506685,6629711,18.4267648558649,60590608,24611905,40.62,35978703,59.38,2.9015921714918,216230418496.711,71841461172.5964,-1.47402987096483,3568.71181250915,Iran,15041.0
342,1994,IRN,Asia,57.27148263,1994-06-20,8.6,5.9,7.587000000000001,37.2004518775019,1.44099496506685,6629711,18.4267648558649,60590608,24611905,40.62,35978703,59.38,2.9015921714918,216230418496.711,71841461172.5964,-1.47402987096483,3568.71181250915,Iran,100.0
343,1994,IRN,Asia,57.27148263,1994-02-23,10.0,5.4,,37.2004518775019,1.44099496506685,6629711,18.4267648558649,60590608,24611905,40.62,35978703,59.38,2.9015921714918,216230418496.711,71841461172.5964,-1.47402987096483,3568.71181250915,Iran,1500.0
344,1994,IRN,Asia,57.27148263,1994-02-23,10.0,5.5,6.7829999999999995,37.2004518775019,1.44099496506685,6629711,18.4267648558649,60590608,24611905,40.62,35978703,59.38,2.9015921714918,216230418496.711,71841461172.5964,-1.47402987096483,3568.71181250915,Iran,1500.0
345,1994,IRN,Asia,57.27148263,1994-02-23,6.0,6.1,7.859,37.2004518775019,1.44099496506685,6629711,18.4267648558649,60590608,24611905,40.62,35978703,59.38,2.9015921714918,216230418496.711,71841461172.5964,-1.47402987096483,3568.71181250915,Iran,1500.0
346,1994,JPN,Asia,57.27148263,1994-10-04,33.0,5.0,,343.329676357652,0.279192363973672,33386562,34.2461829729646,125178000,27688122,22.119,97489878,77.881,0.452684319483056,3688589488080.59,4998797547740.97,0.993066363320281,29466.7552451756,Japan,1500.0
347,1994,DZA,Africa,57.27148263,1994-08-18,8.7,5.9,7.1579999999999995,11.8458677269559,2.07086114733943,1936498,12.4298896373575,28213777,12634411,44.781,15579366,55.219,3.49349369903589,78523315648.2401,42543178042.4148,-0.899996552472246,2783.15327455486,Algeria,12789.0
348,1994,PHL,Asia,57.27148263,1994-11-15,21.3,5.5,5.848,228.664339135393,2.35506331381177,9096427,28.6024575828737,68180846,36377890,53.355,31802956,46.645,2.17300397910232,114209505697.107,73159245524.4651,4.37366591683903,1679.37931936034,Philippines,270866.0
349,1994,PHL,Asia,57.27148263,1994-05-13,33.0,5.9,5.343999999999999,228.664339135393,2.35506331381177,9096427,28.6024575828737,68180846,36377890,53.355,31802956,46.645,2.17300397910232,114209505697.107,73159245524.4651,4.37366591683903,1679.37931936034,Philippines,218.0
350,1995,COL,Americas,58.87818329,1995-01-19,17.3,6.5,6.494,32.8268931951329,1.83561868415374,5488071,20.993136159536,36421438,10279222,28.223,26142216,71.777,2.46313304515336,150006355333.888,92507279383.0387,5.2024375925092,4118.62802709458,Colombia,2845.0
351,1995,COL,Americas,58.87818329,1995-02-08,73.5,6.4,5.932,32.8268931951329,1.83561868415374,5488071,20.993136159536,36421438,10279222,28.223,26142216,71.777,2.46313304515336,150006355333.888,92507279383.0387,5.2024375925092,4118.62802709458,Colombia,15097.0
352,1995,CYP,Asia,58.87818329,1995-02-23,10.0,5.3,,92.5747835497835,2.1610358287739,..,..,855391,273400,31.962,581991,68.038,2.34202497781514,12660962666.3714,9933133247.08926,8.36246930466569,23193.4050231714,Cyprus,1865.0
353,1995,CYP,Asia,58.87818329,1995-02-23,10.0,5.9,6.718999999999999,92.5747835497835,2.1610358287739,..,..,855391,273400,31.962,581991,68.038,2.34202497781514,12660962666.3714,9933133247.08926,8.36246930466569,23193.4050231714,Cyprus,1865.0
354,1995,ECU,Americas,58.87818329,1995-03-26,90.6,5.6,4.015,41.3784315850311,2.18164920478412,1807698,27.3181130306501,11455205,4837991,42.234,6617214,57.766,3.0719353278417,50573908255.3626,24432884442.2211,2.25254877423716,4414.92825797204,Ecuador,85.0
355,1995,GRC,Europe,58.87818329,1995-05-13,10.0,5.0,,81.9406749418154,0.467197289199787,3121652,40.9809803160403,10562153,2944834,27.881,7617319,72.119,0.635109319122791,168365803988.312,136878365936.167,2.09972005871278,15952.6317629053,Greece,15060.0
356,1995,GRC,Europe,58.87818329,1995-05-13,14.0,6.6,8.668,81.9406749418154,0.467197289199787,3121652,40.9809803160403,10562153,2944834,27.881,7617319,72.119,0.635109319122791,168365803988.312,136878365936.167,2.09972005871278,15952.6317629053,Greece,15060.0
357,1995,GRC,Europe,58.87818329,1995-06-15,14.2,6.5,7.391,81.9406749418154,0.467197289199787,3121652,40.9809803160403,10562153,2944834,27.881,7617319,72.119,0.635109319122791,168365803988.312,136878365936.167,2.09972005871278,15952.6317629053,Greece,13900.0
358,1995,IDN,Asia,58.87818329,1995-05-19,33.0,5.3,,108.709162218407,1.54373579319411,8321858,11.7133373428481,196934257,125888254,63.924,71046003,36.076,4.76332414473973,380895161146.503,202132028723.115,8.22000739903493,1934.12343260575,Indonesia,1538.0
359,1995,IDN,Asia,58.87818329,1995-05-19,25.9,5.9,5.879,108.709162218407,1.54373579319411,8321858,11.7133373428481,196934257,125888254,63.924,71046003,36.076,4.76332414473973,380895161146.503,202132028723.115,8.22000739903493,1934.12343260575,Indonesia,1538.0
360,1995,JPN,Asia,58.87818329,1995-04-01,10.8,5.4,6.5,344.136039495337,0.234590173412918,33586573,34.3111433737553,125472000,27583764,21.984,97888236,78.016,0.407782165419146,3785636263364.36,5545563663889.7,2.63099961644897,30171.1637924347,Japan,1551.0
361,1995,MEX,Americas,58.87818329,1995-09-14,23.0,7.4,6.556,47.1531109339232,1.65760764044424,17017469,25.3042135566209,91663290,24411767,26.632,67251523,73.368,2.18100091534032,677457226352.726,360073909243.855,-6.29123082110117,7390.71471635729,Mexico,4670.0
362,1995,MEX,Americas,58.87818329,1995-10-09,33.0,8.0,8.357000000000001,47.1531109339232,1.65760764044424,17017469,25.3042135566209,91663290,24411767,26.632,67251523,73.368,2.18100091534032,677457226352.726,360073909243.855,-6.29123082110117,7390.71471635729,Mexico,44465.0
363,1996,ECU,Americas,60.60402838,1996-03-28,33.0,6.0,6.187,42.2741258488658,2.1415447969494,1858733,27.2531265688561,11703169,4882913,41.723,6820256,58.277,3.0222572360811,51449720654.55,25226393196.5983,1.73174751447954,4396.22128455549,Ecuador,30705.0
364,1996,PER,Americas,60.60402838,1996-11-12,33.0,5.2,,19.33892578125,1.85379114511081,6718884,38.0273908344878,24753825,7085287,28.623,17668538,71.377,2.45241026586746,79071708366.0509,55252414130.3019,2.79897307912609,3194.32283156445,Peru,75970.0
365,1996,PER,Americas,60.60402838,1996-11-12,33.0,5.1,,19.33892578125,1.85379114511081,6718884,38.0273908344878,24753825,7085287,28.623,17668538,71.377,2.45241026586746,79071708366.0509,55252414130.3019,2.79897307912609,3194.32283156445,Peru,75970.0
366,1997,IRN,Asia,62.02075732,1997-05-10,10.0,5.4,,38.7634206390137,1.34161585397708,6830901,17.4919422844091,63136309,24084608,38.147,39051701,61.853,2.58776822517954,233823145949.68,113919163421.155,0.498325524378387,3703.46555972539,Iran,74600.0
367,1997,IRN,Asia,62.02075732,1997-05-10,10.0,7.3,9.343,38.7634206390137,1.34161585397708,6830901,17.4919422844091,63136309,24084608,38.147,39051701,61.853,2.58776822517954,233823145949.68,113919163421.155,0.498325524378387,3703.46555972539,Iran,74600.0
368,1997,IRN,Asia,62.02075732,1997-02-04,10.0,6.5,8.465,38.7634206390137,1.34161585397708,6830901,17.4919422844091,63136309,24084608,38.147,39051701,61.853,2.58776822517954,233823145949.68,113919163421.155,0.498325524378387,3703.46555972539,Iran,84500.0
369,1997,IRN,Asia,62.02075732,1997-02-04,10.0,5.5,6.563,38.7634206390137,1.34161585397708,6830901,17.4919422844091,63136309,24084608,38.147,39051701,61.853,2.58776822517954,233823145949.68,113919163421.155,0.498325524378387,3703.46555972539,Iran,84500.0
370,1997,IRN,Asia,62.02075732,1997-02-28,10.0,6.1,8.238999999999999,38.7634206390137,1.34161585397708,6830901,17.4919422844091,63136309,24084608,38.147,39051701,61.853,2.58776822517954,233823145949.68,113919163421.155,0.498325524378387,3703.46555972539,Iran,38600.0
371,1997,IRN,Asia,62.02075732,1997-06-25,10.0,5.9,7.1160000000000005,38.7634206390137,1.34161585397708,6830901,17.4919422844091,63136309,24084608,38.147,39051701,61.853,2.58776822517954,233823145949.68,113919163421.155,0.498325524378387,3703.46555972539,Iran,25500.0
372,1997,IDN,Asia,62.02075732,1997-09-28,33.0,5.9,6.068,111.961692896217,1.45272581272917,8348834,10.7177142113015,202826444,124928920,61.594,77897524,38.406,4.54917801665625,429975449993.557,215748998609.635,4.69987885390397,2119.91810098272,Indonesia,3105.0
373,1997,ITA,Europe,62.02075732,1997-09-26,10.0,6.0,8.266,193.432294039645,0.05290695026061,3726438,9.77030602397565,56890372,18749929,32.958,38140443,67.042,0.142443745434026,1714769736426.27,1241879604365.62,1.83021223388438,30141.650970858,Italy,38100.0
374,1997,ITA,Europe,62.02075732,1997-09-26,10.0,5.7,7.7379999999999995,193.432294039645,0.05290695026061,3726438,9.77030602397565,56890372,18749929,32.958,38140443,67.042,0.142443745434026,1714769736426.27,1241879604365.62,1.83021223388438,30141.650970858,Italy,38100.0
375,1997,KGZ,Asia,62.02075732,1997-01-09,22.2,5.8,6.428,24.4859228362878,1.45850217538744,732081,43.5605111724514,4696400,3015793,64.215,1680607,35.785,0.676324100573924,3152473026.2545,1767864035.71943,9.91525389387287,671.2530930616,Kyrgyzstan,1230.0
