,Year,country code,Continent,CPI,date,depth,mag,mmi,Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, total",Rural population,Rural population (% of total population),Urban population,Urban population (% of total population),Urban population growth (annual %),GDP (constant 2015 US$),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),country,Total Affected
642,2007,IDN,Asia,80.11339326,2007-09-12,35.0,5.5,4.282,128.272293645843,1.32383420748243,9239730,8.36484311228514,232374239,121915144,52.465,110459095,47.535,3.01470927794316,558318041704.736,432216737774.861,6.34502222667214,2402.6675422689,Indonesia,459567.0
643,2007,IDN,Asia,80.11339326,2007-09-12,35.0,5.0,,128.272293645843,1.32383420748243,9239730,8.36484311228514,232374239,121915144,52.465,110459095,47.535,3.01470927794316,558318041704.736,432216737774.861,6.34502222667214,2402.6675422689,Indonesia,459567.0
644,2007,IDN,Asia,80.11339326,2007-03-06,20.0,5.0,,128.272293645843,1.32383420748243,9239730,8.36484311228514,232374239,121915144,52.465,110459095,47.535,3.01470927794316,558318041704.736,432216737774.861,6.34502222667214,2402.6675422689,Indonesia,137660.0
645,2007,IDN,Asia,80.11339326,2007-03-06,11.0,6.3,6.665,128.272293645843,1.32383420748243,9239730,8.36484311228514,232374239,121915144,52.465,110459095,47.535,3.01470927794316,558318041704.736,432216737774.861,6.34502222667214,2402.6675422689,Indonesia,137660.0
646,2007,IDN,Asia,80.11339326,2007-03-06,19.0,6.4,6.947,128.272293645843,1.32383420748243,9239730,8.36484311228514,232374239,121915144,52.465,110459095,47.535,3.01470927794316,558318041704.736,432216737774.861,6.34502222667214,2402.6675422689,Indonesia,137660.0
647,2007,CHL,Americas,80.11339326,2007-11-14,48.8,5.0,,22.2319967398848,1.06855546195518,6121796,42.6168094177794,16530201,2165456,13.1,14364745,86.9,1.13532321402581,186800342017.73,173605968179.255,4.90532450356156,11300.5487360819,Chile,25155.0
648,2007,CHL,Americas,80.11339326,2007-11-14,25.8,5.0,,22.2319967398848,1.06855546195518,6121796,42.6168094177794,16530201,2165456,13.1,14364745,86.9,1.13532321402581,186800342017.73,173605968179.255,4.90532450356156,11300.5487360819,Chile,25155.0
649,2007,CHL,Americas,80.11339326,2007-11-14,38.0,5.7,5.018,22.2319967398848,1.06855546195518,6121796,42.6168094177794,16530201,2165456,13.1,14364745,86.9,1.13532321402581,186800342017.73,173605968179.255,4.90532450356156,11300.5487360819,Chile,25155.0
650,2007,CHL,Americas,80.11339326,2007-11-14,46.0,5.1,,22.2319967398848,1.06855546195518,6121796,42.6168094177794,16530201,2165456,13.1,14364745,86.9,1.13532321402581,186800342017.73,173605968179.255,4.90532450356156,11300.5487360819,Chile,25155.0
651,2007,CHL,Americas,80.11339326,2007-11-14,39.4,5.0,,22.2319967398848,1.06855546195518,6121796,42.6168094177794,16530201,2165456,13.1,14364745,86.9,1.13532321402581,186800342017.73,173605968179.255,4.90532450356156,11300.5487360819,Chile,25155.0
652,2007,CHL,Americas,80.11339326,2007-11-14,43.8,5.3,,22.2319967398848,1.06855546195518,6121796,42.6168094177794,16530201,2165456,13.1,14364745,86.9,1.13532321402581,186800342017.73,173605968179.255,4.90532450356156,11300.5487360819,Chile,25155.0
653,2007,CHL,Americas,80.11339326,2007-11-14,24.8,5.2,,22.2319967398848,1.06855546195518,6121796,42.6168094177794,16530201,2165456,13.1,14364745,86.9,1.13532321402581,186800342017.73,173605968179.255,4.90532450356156,11300.5487360819,Chile,25155.0
654,2007,CHL,Americas,80.11339326,2007-11-14,40.0,7.7,7.284,22.2319967398848,1.06855546195518,6121796,42.6168094177794,16530201,2165456,13.1,14364745,86.9,1.13532321402581,186800342017.73,173605968179.255,4.90532450356156,11300.5487360819,Chile,25155.0
655,2007,HND,Americas,80.11339326,2007-09-15,32.8,5.3,4.648,69.7874698364465,2.25648487641721,943526,24.2125803406964,7808520,3911678,50.095,3896842,49.905,3.58781177579873,16604752454.73,12275500115.7231,6.18832716678008,2141.37517135877,Honduras,1883.0
656,2008,COL,Americas,83.18902296,2008-05-24,8.9,5.9,6.617000000000001,39.8873114015322,1.17615946658969,7951351,23.2722861083463,44254972,10088363,22.796,34166609,77.204,1.67999307318997,220911491815.71,242186950900.775,3.28344618616541,4991.78921219766,Colombia,1754.0
657,2008,GRC,Europe,83.18902296,2008-06-08,16.0,6.4,7.696000000000001,85.9413576415826,0.265457836726293,3174148,37.9170124411934,11077841,2706538,24.432,8371303,75.568,0.754959746748096,264971855395.423,354460802695.181,-0.335172557709512,23937.3200363088,Greece,3708.0
658,2008,IDN,Asia,83.18902296,2008-02-20,35.0,5.4,,129.981041306712,1.32333051767653,9368193,8.23112078722336,235469755,121655449,51.665,113814306,48.335,2.99229541377777,591893633878.692,510228634992.258,6.01370360009123,2513.67159183009,Indonesia,25.0
659,2008,IDN,Asia,83.18902296,2008-02-20,26.0,7.4,6.93,129.981041306712,1.32333051767653,9368193,8.23112078722336,235469755,121655449,51.665,113814306,48.335,2.99229541377777,591893633878.692,510228634992.258,6.01370360009123,2513.67159183009,Indonesia,25.0
660,2008,IDN,Asia,83.18902296,2008-09-09,25.2,5.2,4.2,129.981041306712,1.32333051767653,9368193,8.23112078722336,235469755,121655449,51.665,113814306,48.335,2.99229541377777,591893633878.692,510228634992.258,6.01370360009123,2513.67159183009,Indonesia,625.0
661,2009,CRI,Americas,82.89324989,2009-01-08,14.0,6.1,6.207999999999999,88.5377790834313,1.28267308507895,1183738,37.1018193945047,4520739,1330227,29.425,3190512,70.575,2.976009740515,44474472352.6084,30745712006.5238,-0.873455942851123,9837.87658446285,Costa Rica,128618.0
662,2009,AFG,Asia,82.89324989,2009-04-16,4.0,5.1,6.26,43.4929479520877,2.39697830237036,3208383,48.0244374492009,28394806,21714076,76.472,6680730,23.528,3.28496184755574,13426265139.5021,12416161048.8412,21.3905283931066,491.942093006472,Afghanistan,3309.0
663,2009,AFG,Asia,82.89324989,2009-04-16,5.9,5.2,6.0520000000000005,43.4929479520877,2.39697830237036,3208383,48.0244374492009,28394806,21714076,76.472,6680730,23.528,3.28496184755574,13426265139.5021,12416161048.8412,21.3905283931066,491.942093006472,Afghanistan,3309.0
664,2009,IDN,Asia,82.89324989,2009-01-03,23.0,7.4,6.899,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,4250.0
665,2009,IDN,Asia,82.89324989,2009-01-03,35.0,5.0,,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,4250.0
666,2009,IDN,Asia,82.89324989,2009-01-03,36.6,5.0,,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,4250.0
667,2009,IDN,Asia,82.89324989,2009-01-03,35.4,5.0,,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,4250.0
668,2009,IDN,Asia,82.89324989,2009-01-03,35.0,5.1,,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,4250.0
669,2009,IDN,Asia,82.89324989,2009-02-11,35.0,5.4,,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,3049.0
670,2009,IDN,Asia,82.89324989,2009-02-11,35.0,5.5,,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,3049.0
671,2009,IDN,Asia,82.89324989,2009-02-11,35.0,6.0,5.5,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,3049.0
672,2009,IDN,Asia,82.89324989,2009-02-11,44.1,5.1,,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,3049.0
673,2009,IDN,Asia,82.89324989,2009-02-11,34.3,5.2,,131.720305591283,1.32921737939261,9498081,8.10113552847897,238620554,121376731,50.866,117243823,49.134,2.96874980696441,619291627728.719,539580085612.401,4.62887118256153,2595.29875925407,Indonesia,3049.0
674,2007,TJK,Asia,80.11339326,2007-07-21,10.0,5.2,5.957000000000001,50.462039154044,2.00327651488055,671148,35.8405123155235,7062667,5190071,73.486,1872596,26.514,2.01084848226562,4939784121.61384,3719506172.83951,7.80000011872161,699.421921154409,Tajikistan,7003.0
675,2007,SLB,Oceania,80.11339326,2007-04-01,10.0,5.5,,17.5824580207217,2.27029568615046,..,..,492133,400134,81.306,91999,18.694,4.62493453931745,940210725.49853,620230005.227391,4.45331695331694,1910.48095839647,Solomon Islands,2384.0
676,2007,JPN,Asia,80.11339326,2007-04-15,15.7,5.1,5.757999999999999,351.168724279835,0.114908847726211,36111394,32.0057702820142,128001000,15173239,11.854,112827761,88.146,1.28800909827127,4350758602409.6,4579750920354.81,1.48396941163492,33990.0360341685,Japan,201.0
677,2008,JPN,Asia,83.18902296,2008-06-13,11.5,5.1,,351.338820301783,0.0484253945978966,36359444,31.8640690977121,128063000,13955025,10.897,114107975,89.103,1.1282732314255,4297492743392.06,5106679115127.3,-1.22428900072828,33557.6454041531,Japan,448.0
678,2008,JPN,Asia,83.18902296,2008-06-13,7.8,6.9,8.35,351.338820301783,0.0484253945978966,36359444,31.8640690977121,128063000,13955025,10.897,114107975,89.103,1.1282732314255,4297492743392.06,5106679115127.3,-1.22428900072828,33557.6454041531,Japan,448.0
679,2008,JPN,Asia,83.18902296,2008-07-23,108.0,6.8,7.061,351.338820301783,0.0484253945978966,36359444,31.8640690977121,128063000,13955025,10.897,114107975,89.103,1.1282732314255,4297492743392.06,5106679115127.3,-1.22428900072828,33557.6454041531,Japan,470.0
680,2008,PAK,Asia,83.18902296,2008-10-28,15.0,6.4,7.449,222.666282689913,2.26305004896445,11997925,20.2075815655042,171648984,112275600,65.41,59373384,34.59,2.85165518863777,212745268527.286,170077814106.305,1.7014054654513,1239.42049390334,Pakistan,75320.0
681,2008,PAK,Asia,83.18902296,2008-10-28,10.0,5.3,,222.666282689913,2.26305004896445,11997925,20.2075815655042,171648984,112275600,65.41,59373384,34.59,2.85165518863777,212745268527.286,170077814106.305,1.7014054654513,1239.42049390334,Pakistan,75320.0
682,2008,IRN,Asia,83.18902296,2008-09-10,12.0,6.1,7.345,44.2794567646553,1.09320472353014,7915472,15.8013852966088,72120608,22027076,30.542,50093532,69.458,1.95207539840078,368047902567.887,412336172446.849,0.250856553493108,5103.22795071122,Iran,20545.0
683,2008,KGZ,Asia,83.18902296,2008-10-05,27.4,6.7,6.422000000000001,27.7304483837331,0.950220144755314,817184,43.5435974685392,5318700,3441997,64.715,1876703,35.285,0.944553022910198,5140073377.27744,5139957784.91084,8.40161605989968,966.415360384574,Kyrgyzstan,1197.0
684,2008,RUS,Europe,83.18902296,2008-10-11,10.0,5.3,,8.71609568861449,-0.0439492591634852,11172069,10.6344419175585,142742366,37686839,26.402,105055527,73.598,0.0172123796302606,1298055199647.43,1660846387624.78,5.19996926498843,11087.821053001,Russia,5235.0
685,2008,RUS,Europe,83.18902296,2008-10-11,16.0,5.8,6.966,8.71609568861449,-0.0439492591634852,11172069,10.6344419175585,142742366,37686839,26.402,105055527,73.598,0.0172123796302606,1298055199647.43,1660846387624.78,5.19996926498843,11087.821053001,Russia,5235.0
686,2008,RWA,Africa,83.18902296,2008-02-03,10.0,5.0,,386.07750304013,2.66819869450647,742597,46.0660398368017,9524532,7912505,83.075,1612027,16.925,2.69181735287094,5274975755.0243,5177015141.48246,11.161243240151,553.83044070032,Rwanda,643.0
687,2009,ITA,Europe,82.89324989,2009-04-06,8.6,5.1,,200.908971918134,0.455613449577732,3926810,9.74192498736863,59095365,18787007,31.791,40308358,68.209,0.627292740575372,1867564757449.76,2191241872742.43,-5.2809372082931,31602.5589731067,Italy,56000.0
688,2009,ITA,Europe,82.89324989,2009-04-06,8.8,6.3,7.809,200.908971918134,0.455613449577732,3926810,9.74192498736863,59095365,18787007,31.791,40308358,68.209,0.627292740575372,1867564757449.76,2191241872742.43,-5.2809372082931,31602.5589731067,Italy,56000.0
689,2008,COD,Africa,83.18902296,2008-02-03,10.0,5.9,7.515,26.6474912331003,3.29396699643076,8618736,36.6040290637843,60411195,36865328,61.024,23545867,38.976,4.60070271566578,23685702161.9229,19788515873.8942,6.22589426869193,392.074640774412,Democratic Republic of the Congo,17355.0
690,2009,BTN,Asia,82.89324989,2009-09-21,14.0,6.1,6.187,17.795970301965,0.995311711563523,..,..,678329,447629,65.99,230700,34.01,3.2973772698397,1368802448.65943,1234014291.82342,6.74833374849808,2017.90347848821,Bhutan,12.0
691,2009,GEO,Asia,82.89324989,2009-09-07,15.0,6.0,6.598,66.7346478183281,-0.888185042750245,1079710,51.3255044085238,3814419,1710767,44.85,2103652,55.15,-0.187640081602738,11050871061.5608,10766836276.5639,-3.65051363069394,2897.1308766973,Georgia,7306.0
692,2009,IRN,Asia,82.89324989,2009-11-03,14.1,5.0,5.468,44.7732219602643,1.10893970337967,7986626,15.6354637537728,72924833,21844634,29.955,51080199,70.045,1.95050290463396,371755563616.481,416397025729.361,1.00738545790536,5097.7910860143,Iran,269.0
693,2010,AFG,Asia,84.25273272,2010-04-18,13.0,5.6,6.4239999999999995,44.7040881659161,2.74661463795293,3289005,47.4757010377806,29185511,22257746,76.263,6927765,23.737,3.63099873466024,15354604611.6719,15856678596.148,14.3624414692681,547.354895909701,Afghanistan,1070.0
694,2010,IDN,Asia,84.25273272,2010-06-16,10.0,5.0,,133.494276235531,1.3377824768766,9625579,7.97419260792323,241834226,121125090,50.086,120709136,49.914,2.91280934009964,657835435591.365,755094160363.071,6.22385418062366,2720.19162246855,Indonesia,4600.0
695,2010,IDN,Asia,84.25273272,2010-06-16,10.5,6.6,6.757999999999999,133.494276235531,1.3377824768766,9625579,7.97419260792323,241834226,121125090,50.086,120709136,49.914,2.91280934009964,657835435591.365,755094160363.071,6.22385418062366,2720.19162246855,Indonesia,4600.0
696,2010,IDN,Asia,84.25273272,2010-06-16,10.7,5.2,,133.494276235531,1.3377824768766,9625579,7.97419260792323,241834226,121125090,50.086,120709136,49.914,2.91280934009964,657835435591.365,755094160363.071,6.22385418062366,2720.19162246855,Indonesia,4600.0
697,2010,IDN,Asia,84.25273272,2010-06-16,13.0,6.2,6.582000000000001,133.494276235531,1.3377824768766,9625579,7.97419260792323,241834226,121125090,50.086,120709136,49.914,2.91280934009964,657835435591.365,755094160363.071,6.22385418062366,2720.19162246855,Indonesia,4600.0
698,2010,IDN,Asia,84.25273272,2010-06-16,54.7,5.4,,133.494276235531,1.3377824768766,9625579,7.97419260792323,241834226,121125090,50.086,120709136,49.914,2.91280934009964,657835435591.365,755094160363.071,6.22385418062366,2720.19162246855,Indonesia,4600.0
699,2010,IDN,Asia,84.25273272,2010-10-25,19.0,5.9,5.832999999999999,133.494276235531,1.3377824768766,9625579,7.97419260792323,241834226,121125090,50.086,120709136,49.914,2.91280934009964,657835435591.365,755094160363.071,6.22385418062366,2720.19162246855,Indonesia,11864.0
700,2010,IDN,Asia,84.25273272,2010-10-25,18.9,5.0,,133.494276235531,1.3377824768766,9625579,7.97419260792323,241834226,121125090,50.086,120709136,49.914,2.91280934009964,657835435591.365,755094160363.071,6.22385418062366,2720.19162246855,Indonesia,11864.0
701,2010,IDN,Asia,84.25273272,2010-10-25,26.0,6.3,6.053,133.494276235531,1.3377824768766,9625579,7.97419260792323,241834226,121125090,50.086,120709136,49.914,2.91280934009964,657835435591.365,755094160363.071,6.22385418062366,2720.19162246855,Indonesia,11864.0
702,2010,CHL,Americas,84.25273272,2010-02-27,35.0,6.0,6.105,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
703,2010,CHL,Americas,84.25273272,2010-02-27,45.2,5.9,5.18,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
704,2010,CHL,Americas,84.25273272,2010-02-27,35.0,5.3,,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
705,2010,CHL,Americas,84.25273272,2010-02-27,40.0,5.2,,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
706,2010,CHL,Americas,84.25273272,2010-02-27,35.0,5.0,,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
707,2010,CHL,Americas,84.25273272,2010-02-27,24.7,5.6,5.571000000000001,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
708,2010,CHL,Americas,84.25273272,2010-02-27,38.0,5.0,,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
709,2010,CHL,Americas,84.25273272,2010-02-27,35.0,5.5,4.684,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
710,2010,CHL,Americas,84.25273272,2010-02-27,35.0,5.4,,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
711,2010,CHL,Americas,84.25273272,2010-02-27,35.0,5.5,4.692,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
712,2010,CHL,Americas,84.25273272,2010-02-27,44.8,5.2,,22.9479444058897,1.03891170046699,6269330,42.197739682526,17062531,2205503,12.926,14857028,87.074,1.10439123335487,201493845099.556,218537551220.071,5.84417729578996,11809.1416273211,Chile,2671556.0
